"id_doorvaart";"dag";"maand";"jaar";"volgnummer";"schipper_voornamen";"schipper_patroniem";"schipper_tussenvoegsel";"schipper_achternaam";"schipper_plaatsnaam";"soort_korting";"korting_muntsoort1";"korting_bedrag1";"korting_muntsoort2";"korting_bedrag2";"korting_muntsoort3";"korting_bedrag3";"subtotaal1_muntsoort1";"subtotaal1_bedrag1";"subtotaal1_muntsoort2";"subtotaal1_bedrag2";"subtotaal1_muntsoort3";"subtotaal1_bedrag3";"subtotaal2_muntsoort1";"subtotaal2_bedrag1";"subtotaal2_muntsoort2";"subtotaal2_bedrag2";"subtotaal2_muntsoort3";"subtotaal2_bedrag3";"totaal_muntsoort1";"totaal_bedrag1";"totaal_muntsoort2";"totaal_bedrag2";"totaal_muntsoort3";"totaal_bedrag3";"totaal_muntsoort4";"totaal_bedrag4";"totaal_muntsoort5";"totaal_bedrag5";"privilege";"opmerking_bron";"opmerking_invoerder";"naam_invoerder";"datum_opgevoerd";"dirnummer";"tonnage";"belasting_korting";"hulp";"hulp1";"hulp2"
"640675";"16";"12";"1701";"236";"Reyer";"Cornelissen";"";"Bohl";"Stafvern";"";"";"";"";"";"";"";"Daler";"123 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"127 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"09-09-10";"166";"";"";"";"";" "
"641170";"25";"8";"1686";"274";"Thomass";"";"";"Grundj";"Lunden";"";"";"";"";"";"";"";"Daler";"131 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"135 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"09-09-10";"150";"";"";"";"";" "
"641212";"6";"9";"1696";"87";"Adrian";"";"";"Minnes";"Fliel.";"";"";"";"";"";"";"";"Daler";"140";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"144";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"09-09-10";"161";"";"";"";"";" "
"641220";"8";"9";"1696";"88";"Cornelius";"Cornelessen";"";"Schmitt";"Der Schellingen";"";"";"";"";"";"";"";"Daler";"199";"";"";"";"";"";"";"";"";"";"";"Daler";"203";"";"";"";"";"";"";"";"";"";"";"";"";"09-09-10";"161";"";"";"";"";" "
"641239";"12";"5";"1701";"16";"Rentze";"Petersen";"";"Blau";"Dantzig";"";"";"";"";"";"";"";"Daler";"17";"Skilling";"12";"";"";"";"";"";"";"";"";"Rosenobel";"1";"Daler";"21";"Skilling";"12";"";"";"";"";"";"";"";"";"09-09-10";"166";"";"";"";"";" "
"641357";"28";"8";"1686";"286";"Johan";"";"";"Loit";"Lunden";"";"";"";"";"";"";"";"Daler";"45 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"49 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"09-09-10";"150";"";"";"";"";" "
"641792";"6";"5";"1701";"22";"Henrich";"";"";"Foppes";"Amel.";"";"";"";"";"";"";"";"Daler";"57";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"61";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"10-09-10";"166";"";"";"";"";" "
"642062";"13";"4";"1732";"25";"William";"";"";"Nutman";"London";"Afgaar for skipper";"Daler";"2";"";"";"";"";"Daler";"52 1/2";"Skilling";"18";"";"";"Daler";"50 1/2";"Skilling";"18";"";"";"Daler";"54 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"10-09-10";"198";"";"";"";"";" "
"642716";"4";"6";"1687";"128";"Arrian";"";"";"Minnes";"Flie.";"";"";"";"";"";"";"";"Daler";"114 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"Daler";"118 1/2";"Skilling";"18";"";"";"";"";"";"";"";"Stuk Deense tekst";"";"";"10-09-10";"150";"";"";"";"";" "
"643170";"13";"6";"1701";"78";"Meindert";"";"";"Albertsen";"Der Schell.";"";"";"";"";"";"";"";"Daler";"201";"Skilling";"18";"";"";"";"";"";"";"";"";"Daler";"205";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"10-09-10";"166";"";"";"";"";" "
"643498";"29";"4";"1701";"11";"Lieve";"Hendrichsen";"";"Kupper";"Fliland";"";"";"";"";"";"";"";"Daler";"150";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"154";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"13-09-10";"166";"";"";"";"";" "
"643652";"12";"5";"1699";"66";"Cornelis";"Cornelssen";"";"Schmitt";"Der Schellinge";"";"";"";"";"";"";"";"Daler";"177";"";"";"";"";"";"";"";"";"";"";"Daler";"181";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"164";"";"";"";"";" "
"643987";"17";"5";"1701";"37";"Cornelis";"Clausen";"";"Buff";"Fliland";"";"";"";"";"";"";"";"Daler";"190 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"194 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"166";"";"";"";"";" "
"644260";"22";"11";"1687";"371";"Richart";"";"";"Wickerss";"Lunden";"";"";"";"";"";"";"";"Daler";"59";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"63";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"13-09-10";"151";"";"";"";"";" "
"644302";"31";"5";"1701";"53";"Folchert";"Willemsen";"";"Bonch";"Der Schellingen";"";"";"";"";"";"";"";"Daler";"167";"";"";"";"";"";"";"";"";"";"";"Daler";"171";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"166";"";"";"";"";" "
"644460";"9";"8";"1698";"270";"Volckert";"Willemsen";"";"Bonck";"Der Schell.";"";"";"";"";"";"";"";"Daler";"150";"";"";"";"";"";"";"";"";"";"";"Daler";"154";"";"";"";"";"";"";"";"";"";"Tweemaal doorvaartnr. 270";"";"";"13-09-10";"163";"";"";"";"";" "
"644711";"11";"4";"1693";"22";"Adrian";"";"";"Minnes";"Vliel.";"";"";"";"";"";"";"";"Daler";"93";"Skilling";"6";"";"";"";"";"";"";"";"";"Daler";"97";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"13-09-10";"157";"";"";"";"";" "
"644777";"12";"5";"1700";"20";"Andries";"";"";"Kersen";"Vliel.";"";"";"";"";"";"";"";"Daler";"141";"";"";"";"";"";"";"";"";"";"";"Daler";"145";"";"";"";"";"";"";"";"";"";"Stuk Deense tekst met een product";"";"";"13-09-10";"165";"";"";"";"";" "
"644815";"13";"5";"1700";"21";"Hillebrand";"Jansen";"";"Kuyl";"Broeck";"";"";"";"";"";"";"";"Daler";"214";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"218";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"13-09-10";"165";"";"";"";"";" "
"644878";"15";"5";"1700";"25";"Cornelis";"Classen";"";"Buff";"Vliel.";"";"";"";"";"";"";"";"Daler";"159 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"163 1/2";"Skilling";"12";"";"";"";"";"";"";"";"Stuk Deense tekst";"";"";"13-09-10";"165";"";"";"";"";" "
"644904";"8";"10";"1687";"351";"Guilhelmus";"";"";"Langua";"Diep.";"";"";"";"";"";"";"";"Daler";"21";"";"";"";"";"";"";"";"";"";"";"Daler";"25";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"151";"";"";"";"";" "
"644972";"3";"10";"1687";"348";"Michel";"";"";"Holmss";"Lunden";"";"";"";"";"";"";"";"Daler";"86";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"90";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"13-09-10";"151";"";"";"";"";" "
"645258";"20";"8";"1698";"289";"Jacob";"Classen";"";"Brandaris";"Vliel.";"";"";"";"";"";"";"";"Daler";"88";"";"";"";"";"";"";"";"";"";"";"Daler";"92";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"163";"";"";"";"";" "
"645349";"1";"6";"1700";"38";"Adrian";"";"";"Minnes";"Vliel.";"";"";"";"";"";"";"";"Daler";"139 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"143 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"13-09-10";"165";"";"";"";"";" "
"645375";"24";"8";"1698";"294";"Jan";"Evertsen";"";"Harlinger";"Vliel.";"";"";"";"";"";"";"";"Daler";"152 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"156 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"13-09-10";"163";"";"";"";"";" "
"645506";"23";"5";"1699";"99";"Alof";"";"";"Gerritsen";"Fliland";"";"";"";"";"";"";"";"Daler";"153";"";"";"";"";"";"";"";"";"";"";"Daler";"157";"";"";"";"";"";"";"";"";"";"";"";"";"14-09-10";"164";"";"";"";"";" "
"645530";"2";"5";"1699";"25";"Volckert";"";"";"Gerritsen";"Vliel.";"";"";"";"";"";"";"";"Daler";"197 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"201 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-09-10";"164";"";"";"";"";" "
"645805";"6";"6";"1700";"41";"Pieter";"";"";"Liewes";"Der Schell.";"";"";"";"";"";"";"";"Daler";"56";"";"";"";"";"";"";"";"";"";"";"Daler";"60";"";"";"";"";"";"";"";"";"";"";"";"";"14-09-10";"165";"";"";"";"";" "
"645836";"6";"6";"1700";"42";"Adrian";"Jansen";"";"Hessels";"Vliel.";"";"";"";"";"";"";"";"Daler";"156";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"160";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-09-10";"165";"";"";"";"";" "
"645880";"4";"5";"1699";"40";"Adrian";"";"";"Minnes";"Vliel.";"";"";"";"";"";"";"";"Daler";"177 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"181 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"14-09-10";"164";"";"";"";"";" "
"646002";"8";"6";"1700";"44";"Foppe";"Jelles";"";"Bischof";"Vliel.";"";"";"";"";"";"";"";"Daler";"206";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"210";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-09-10";"165";"";"";"";"";" "
"646839";"4";"9";"1698";"306";"Claes";"Willemsen";"";"Roos";"Der Schell.";"";"";"";"";"";"";"";"Daler";"194 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"198 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-09-10";"163";"";"";"";"";" "
"646849";"29";"6";"1700";"70";"Oene";"";"";"Volckers";"Der Schell.";"";"";"";"";"";"";"";"Daler";"88 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"92 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"14-09-10";"165";"";"";"";"";" "
"646952";"3";"7";"1700";"75";"Meinert";"";"";"Albertsen";"Der Schell.";"";"";"";"";"";"";"";"Daler";"159 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"163 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"14-09-10";"165";"";"";"";"";" "
"647909";"1";"10";"1701";"192";"Allert";"Immelsen";"";"Goutkorn";"Der Schell.";"";"";"";"";"";"";"";"Daler";"136";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"140";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"15-09-10";"166";"";"";"";"";" "
"648591";"1";"11";"1693";"243";"Pieter";"Jansen";"";"Koster";"Horn";"";"";"";"";"";"";"";"Daler";"174 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"178 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"15-09-10";"157";"";"";"";"";" "
"648903";"4";"8";"1686";"277";"Dirich";"";"";"Ewoutz";"Fliel.";"";"";"";"";"";"";"";"Daler";"125";"";"";"";"";"";"";"";"";"";"";"Daler";"129";"";"";"";"";"";"";"";"";"";"";"";"";"15-09-10";"150";"";"";"";"";" "
"649800";"17";"12";"1701";"255";"Claes";"";"";"Veen";"Horn";"";"";"";"";"";"";"";"Daler";"120 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"124 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"16-09-10";"166";"";"";"";"";" "
"650331";"17";"7";"1699";"232";"Meindert";"";"";"Albertsen";"Der Schellinge";"";"";"";"";"";"";"";"Daler";"128";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"132";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"16-09-10";"164";"";"";"";"";" "
"650369";"4";"6";"1709";"14";"Pieter";"Cornelissen";"";"Borst";"Dantzig";"Gotgiøres skipper";"Daler";"4 1/2";"";"";"";"";"Daler";"123";"";"";"";"";"Daler";"118 1/2";"";"";"";"";"Daler";"122 1/2";"";"";"";"";"";"";"";"";"";"VEB";"";"";"16-09-10";"173";"";"";"";"";" "
"651666";"25";"8";"1686";"306";"Pietter";"Jochumbss";"";"Pieromb";"Fliel.";"";"";"";"";"";"";"";"Daler";"167";"";"";"";"";"";"";"";"";"";"";"Daler";"171";"";"";"";"";"";"";"";"";"";"";"";"";"17-09-10";"150";"";"";"";"";" "
"651850";"12";"7";"1696";"24";"Cornelis";"Classen";"";"Boef";"Fliel.";"";"";"";"";"";"";"";"Daler";"148";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"156";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"17-09-10";"161";"";"";"";"";" "
"653615";"3";"12";"1698";"411";"Wouter";"";"";"Paw";"Venhuysen";"";"";"";"";"";"";"";"Daler";"12 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"16 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"163";"";"";"";"";" "
"654113";"28";"8";"1699";"314";"Claus";"Petersen";"";"Prunch";"Fliland";"";"";"";"";"";"";"";"Daler";"176";"";"";"";"";"";"";"";"";"";"";"Daler";"180";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"164";"";"";"";"";" "
"654400";"17";"4";"1687";"38";"Claes";"Willemsen";"";"Roos";"Schell.";"";"";"";"";"";"";"";"Daler";"118";"Skilling";"18";"";"";"";"";"";"";"";"";"Daler";"112";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"20-09-10";"150";"";"";"";"";" "
"654767";"9";"8";"1696";"55";"Alof";"";"";"Gertssen";"Flil.";"";"";"";"";"";"";"";"Daler";"182";"";"";"";"";"";"";"";"";"";"";"Daler";"186";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"654831";"10";"8";"1696";"56";"Adrian";"Janssen";"";"Kesels";"Fliel.";"";"";"";"";"";"";"";"Daler";"102";"";"";"";"";"";"";"";"";"";"";"Daler";"106";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"654854";"22";"9";"1691";"151";"Class";"Willemssen";"";"Ross";"Der Schell.";"";"";"";"";"";"";"";"Daler";"211";"";"";"";"";"";"";"";"";"";"";"Daler";"215";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"156";"";"";"";"";" "
"654859";"10";"8";"1696";"57";"Peter";"Gerretssen";"";"Boht";"Schiedamb";"";"";"";"";"";"";"";"Daler";"242";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"246";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"655003";"29";"9";"1691";"157";"Folckert";"Willemssen";"";"Bonck";"Der Schell.";"";"";"";"";"";"";"";"Daler";"240";"";"";"";"";"";"";"";"";"";"";"Daler";"244";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"156";"";"";"";"";" "
"655049";"10";"8";"1696";"58";"Lieve";"Hendrichsen";"";"Kypper";"Fliel.";"";"";"";"";"";"";"";"Daler";"90";"";"";"";"";"";"";"";"";"";"";"Daler";"94";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"655072";"10";"8";"1696";"59";"Claus";"Petersen";"";"Prunck";"Flil.";"";"";"";"";"";"";"";"Daler";"152 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"156 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"655095";"13";"8";"1696";"61";"Henrich";"";"";"Geritze";"Hinloppen";"";"";"";"";"";"";"";"Daler";"134 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"138 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"161";"";"";"";"";" "
"655259";"2";"10";"1691";"159";"Willem";"Hillebrandssen";"";"Ross";"Der Schell.";"";"";"";"";"";"";"";"Daler";"231 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"235 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"156";"";"";"";"";" "
"655268";"18";"12";"1699";"417";"Claes";"Volckertsen";"";"Tischer";"Horn";"";"";"";"";"";"";"";"Daler";"241 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"245 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-09-10";"164";"";"";"";"";" "
"655424";"24";"8";"1705";"51";"Meindert";"";"";"Albertsen";"Der Schell.";"";"";"";"";"";"";"";"Daler";"134 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"138 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"21-09-10";"169";"";"";"";"";" "
"655729";"7";"9";"1699";"339";"Adrian";"Janssen";"";"Hessels";"Fliland";"";"";"";"";"";"";"";"Daler";"201";"";"";"";"";"";"";"";"";"";"";"Daler";"205";"";"";"";"";"";"";"";"";"";"";"";"";"21-09-10";"164";"";"";"";"";" "
"656416";"15";"7";"1688";"238";"Willem";"Hillebrandsen";"";"Raas";"Schellingen";"";"";"";"";"";"";"";"Daler";"143 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"147 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"21-09-10";"152";"";"";"";"";" "
"656721";"16";"7";"1688";"252";"Agge";"";"";"Lolles";"Worckum";"";"";"";"";"";"";"";"Daler";"172 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"Daler";"176 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"21-09-10";"152";"";"";"";"";" "
"659045";"21";"5";"1698";"79";"Cornelis";"Cornelssen";"";"Schmit";"Der Schellingen";"";"";"";"";"";"";"";"Daler";"143 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"147 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"22-09-10";"163";"";"";"";"";" "
"659057";"22";"11";"1698";"359";"Jan";"";"";"Harmansen";"Worchumb";"";"";"";"";"";"";"";"Daler";"75";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"79";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"22-09-10";"163";"";"";"";"";" "
"659060";"21";"5";"1698";"80";"Jan";"";"";"Gerbrandssen";"Ahmelandt";"";"";"";"";"";"";"";"Daler";"136 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"Daler";"140 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"22-09-10";"163";"";"";"";"";" "
"659277";"24";"4";"1695";"10";"Jan";"";"";"Gerbrandsen";"Amel.";"";"";"";"";"";"";"";"Daler";"173 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"177 1/2";"";"";"";"";"";"";"";"";"";"Stuk Deense tekst";"";"";"22-09-10";"160";"";"";"";"";" "
"660844";"26";"7";"1688";"272";"Marten";"";"";"Frandsen";"Staffueren";"";"";"";"";"";"";"";"Daler";"141 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"Daler";"145 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"23-09-10";"152";"";"";"";"";" "
"661359";"6";"11";"1711";"116";"Jan";"";"de";"Heer";"Amsterd.";"Afgaar for skipper";"Daler";"5";"Skilling";"4";"";"";"Daler";"130";"Skilling";"4";"";"";"Daler";"125";"";"";"";"";"Daler";"129";"";"";"";"";"";"";"";"";"";"";"";"";"23-09-10";"175";"";"";"";"";" "
"662804";"10";"7";"1695";"59";"Gerrit";"";"";"Alofsen";"Vliel.";"";"";"";"";"";"";"";"Daler";"123";"";"";"";"";"";"";"";"";"";"";"Daler";"127";"";"";"";"";"";"";"";"";"";"";"";"";"24-09-10";"160";"";"";"";"";" "
"663081";"28";"11";"1711";"149";"Isbrand";"";"";"Iss";"Vliel.";"Afgaar for skipper";"Daler";"2";"Skilling";"12";"";"";"Daler";"65 1/2";"Skilling";"12";"";"";"Daler";"63 1/2";"";"";"";"";"Daler";"67 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"24-09-10";"175";"";"";"";"";" "
"663110";"28";"11";"1711";"150";"Foppe";"";"";"Tønnissen";"Amel.";"Afgaar for skipper";"Daler";"6";"";"";"";"";"Daler";"152 1/2";"Skilling";"12";"";"";"Daler";"146 1/2";"Skilling";"12";"";"";"Daler";"150 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"24-09-10";"175";"";"";"";"";" "
"663113";"16";"7";"1695";"65";"Alof";"";"";"Gerritsen";"Vliel.";"";"";"";"";"";"";"";"Daler";"213 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"217 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"24-09-10";"160";"";"";"";"";" "
"663458";"9";"7";"1689";"86";"Lolcke";"Classen";"";"Buf";"Fliel.";"";"";"";"";"";"";"";"Daler";"167";"";"";"";"";"";"";"";"";"";"";"Daler";"171";"";"";"";"";"";"";"";"";"";"";"";"";"24-09-10";"154";"";"";"";"";" "
"663673";"5";"9";"1693";"49";"Thomas";"";"";"Weit";"Petenweene";"";"";"";"";"";"";"";"Daler";"21";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"25";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"24-09-10";"158";"";"";"";"";" "
"664416";"23";"9";"1689";"272";"Adrian";"";"";"Maniuss";"Fliel.";"";"";"";"";"";"";"";"Daler";"114 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"118 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"27-09-10";"154";"";"";"";"";" "
"664473";"25";"9";"1689";"273";"Dirick";"";"";"Ewoutz";"Fliel.";"";"";"";"";"";"";"";"Daler";"152 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"156 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"27-09-10";"154";"";"";"";"";" "
"664810";"6";"8";"1688";"307";"Peter";"";"";"Sibrants";"Hinlopen";"";"";"";"";"";"";"";"Daler";"16";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"20";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"27-09-10";"152";"";"";"";"";" "
"665014";"9";"7";"1687";"142";"Claus";"";"";"Harcket";"Tønningen";"";"";"";"";"";"";"";"Daler";"65 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"Daler";"69 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"27-09-10";"151";"";"";"";"";" "
"665191";"10";"7";"1693";"289";"Petter";"Geritsen";"";"Boht";"Scheidamb";"";"";"";"";"";"";"";"Daler";"186";"";"";"";"";"";"";"";"";"";"";"Daler";"190";"";"";"";"";"";"";"";"";"";"";"";"";"27-09-10";"158";"";"";"";"";" "
"665638";"11";"4";"1689";"12";"Class";"";"";"Liessow";"Dantzig";"";"";"";"";"";"";"";"Daler";"46 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"50 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"27-09-10";"154";"";"";"";"";" "
"665844";"28";"9";"1686";"382";"Dirich";"";"";"Ewoutz";"Fliel.";"";"";"";"";"";"";"";"Daler";"131";"";"";"";"";"";"";"";"";"";"";"Daler";"135";"";"";"";"";"";"";"";"";"";"";"";"";"28-09-10";"150";"";"";"";"";" "
"666341";"19";"8";"1688";"347";"Lolleke";"Claessen";"";"Buff";"Flieland";"";"";"";"";"";"";"";"Daler";"171";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"175";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-09-10";"152";"";"";"";"";" "
"666821";"6";"10";"1686";"401";"Gert";"";"";"Alofssen";"Fliel.";"";"";"";"";"";"";"";"Daler";"188";"";"";"";"";"";"";"";"";"";"";"Daler";"192";"";"";"";"";"";"";"";"";"";"";"";"";"28-09-10";"150";"";"";"";"";" "
"666926";"3";"6";"1711";"34";"Christoph";"";"";"Jacobs";"Dantzig";"Gotgiøres skipper";"Daler";"1 1/2";"";"";"";"";"Daler";"44";"Skilling";"12";"";"";"Daler";"42 1/2";"Skilling";"12";"";"";"Daler";"46 1/2";"Skilling";"12";"";"";"";"";"";"";"";"VEB";"";"";"28-09-10";"175";"";"";"";"";" "
"667032";"26";"6";"1708";"24";"Jan";"";"";"Haerings";"Amel.";"Afgaar for skipper";"Daler";"6";"";"";"";"";"Daler";"153 1/2";"";"";"";"";"Daler";"147 1/2";"";"";"";"";"Daler";"151 1/2";"";"";"";"";"";"";"";"";"";"Kønig Andersen, 153 Rd. en 23 Sk., ";"";"";"28-09-10";"172";"";"";"";"";" "
"667077";"13";"7";"1698";"198";"Jacob";"Janssen";"";"Grott";"Flieland";"";"";"";"";"";"";"";"Daler";"65";"";"";"";"";"";"";"";"";"";"";"Daler";"69";"";"";"";"";"";"";"";"";"";"";"";"";"28-09-10";"163";"";"";"";"";" "
"667123";"24";"8";"1688";"361";"Andres";"";"";"Carsen";"Flie";"";"";"";"";"";"";"";"Daler";"160 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"164 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-09-10";"152";"";"";"";"";" "
"667167";"20";"6";"1711";"42";"Cornelis";"";"";"Mewes";"Dantzig";"Afgaar for skipper";"Daler";"1 1/2";"Skilling";"12";"";"";"Daler";"46";"Skilling";"12";"";"";"Daler";"44 1/2";"";"";"";"";"Daler";"48 1/2";"";"";"";"";"";"";"";"";"";"VEB";"";"";"28-09-10";"175";"";"";"";"";" "
"667206";"19";"7";"1698";"208";"Jacob";"";"";"Gerches";"Der Schelinge";"";"";"";"";"";"";"";"Daler";"161";"";"";"";"";"";"";"";"";"";"";"Daler";"165";"";"";"";"";"";"";"";"";"";"";"";"";"28-09-10";"163";"";"";"";"";" "
"667478";"5";"7";"1708";"35";"Cornelis";"Jansen";"";"Brauer";"Vliel.";"Afgaar for skipper";"Daler";"4";"";"";"";"";"Daler";"111 1/2";"Skilling";"12";"";"";"Daler";"107 1/2";"Skilling";"12";"";"";"Daler";"111 1/2";"Skilling";"12";"";"";"";"";"";"";"";"111 1/2 Rd. en 10 Sk.";"";"";"28-09-10";"172";"";"";"";"";" "
"667602";"9";"8";"1698";"238";"Peter";"Gertssen";"";"Bost";"Schiedamb";"";"";"";"";"";"";"";"Daler";"226 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"Daler";"230 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-09-10";"163";"";"";"";"";" "
"667632";"6";"7";"1708";"39";"Floris";"";"";"Swaert";"Hoorn";"Gotgiøres skipper";"Daler";"3";"";"";"";"";"Daler";"81 1/2";"";"";"";"";"Daler";"78 1/2";"";"";"";"";"Daler";"82 1/2";"";"";"";"";"";"";"";"";"";"81 Rd. en 18 Sk.";"";"";"28-09-10";"172";"";"";"";"";" "
"668451";"30";"8";"1698";"260";"Ohne";"";"";"Folcherssen";"Der Schellinge";"";"";"";"";"";"";"";"Daler";"190";"";"";"";"";"";"";"";"";"";"";"Daler";"194";"";"";"";"";"";"";"";"";"";"";"";"";"29-09-10";"163";"";"";"";"";" "
